"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2026-02-25,NA,"X4","PM",1017.9
2026-02-25,"23:43:00","X4","PX",1021.7
2026-02-25,"00:36:00","X4","PN",1014.2
2026-02-25,NA,"X4","PPT",0
2026-02-25,NA,"X4","RS24h",11.3
2026-02-25,NA,"X4","VVM10",2.1
2026-02-25,NA,"X4","DVM10",77
2026-02-25,"11:20:00","X4","VVX10",6.2
2026-02-25,"11:20:00","X4","DVVX10",77
2026-02-25,NA,"X8","TM",12.1
2026-02-25,"14:33:00","X8","TX",16.2
2026-02-25,"04:15:00","X8","TN",7.8
2026-02-25,NA,"X8","HRM",89
2026-02-25,"19:57:00","X8","HRX",100
2026-02-25,"13:01:00","X8","HRN",67
2026-02-25,NA,"X8","PM",1012.2
2026-02-25,"23:58:00","X8","PX",1016.1
2026-02-25,"00:31:00","X8","PN",1008.5
2026-02-25,NA,"X8","PPT",0.1
2026-02-25,NA,"X8","RS24h",11.7
2026-02-25,NA,"X8","VVM10",2.1
2026-02-25,NA,"X8","DVM10",70
2026-02-25,"09:17:00","X8","VVX10",6.8
2026-02-25,"09:17:00","X8","DVVX10",85
2026-02-26,NA,"D5","TM",11
2026-02-26,"15:07:00","D5","TX",16.9
2026-02-26,"06:30:00","D5","TN",8.6
2026-02-26,NA,"D5","HRM",88
2026-02-26,"21:00:00","D5","HRX",100
2026-02-26,"23:56:00","D5","HRN",50
2026-02-26,NA,"D5","PM",977.9
2026-02-26,"10:38:00","D5","PX",979.6
2026-02-26,"00:06:00","D5","PN",976.3
2026-02-26,NA,"D5","PPT",0.1
2026-02-26,NA,"D5","RS24h",15.3
2026-02-26,NA,"X4","TM",12.9
2026-02-26,"14:19:00","X4","TX",15.7
2026-02-26,"06:20:00","X4","TN",10.7
2026-02-26,NA,"X4","HRM",83
2026-02-26,"23:30:00","X4","HRX",100
2026-02-26,"11:31:00","X4","HRN",68
2026-02-26,NA,"X4","PM",1023.2
2026-02-26,"10:39:00","X4","PX",1025
2026-02-26,"02:48:00","X4","PN",1021.7
2026-02-26,NA,"X4","PPT",0
2026-02-26,NA,"X4","RS24h",15.5
2026-02-26,NA,"X4","VVM10",1.4
2026-02-26,NA,"X4","DVM10",95
2026-02-26,"11:52:00","X4","VVX10",5.2
2026-02-26,"11:52:00","X4","DVVX10",91
2026-02-26,NA,"X8","TM",12.2
2026-02-26,"13:24:00","X8","TX",16.6
2026-02-26,"06:36:00","X8","TN",8.9
2026-02-26,NA,"X8","HRM",90
2026-02-26,"23:30:00","X8","HRX",100
2026-02-26,"13:25:00","X8","HRN",65
2026-02-26,NA,"X8","PM",1017.5
2026-02-26,"10:37:00","X8","PX",1019.3
2026-02-26,"00:06:00","X8","PN",1015.8
2026-02-26,NA,"X8","PPT",0
2026-02-26,NA,"X8","RS24h",15
2026-02-26,NA,"X8","VVM10",1.2
2026-02-26,NA,"X8","DVM10",82
2026-02-26,"12:23:00","X8","VVX10",4.7
2026-02-26,"12:23:00","X8","DVVX10",135
2026-02-27,NA,"D5","TM",11.3
2026-02-27,"14:50:00","D5","TX",16.3
2026-02-27,"22:30:00","D5","TN",8
2026-02-27,NA,"D5","HRM",70
2026-02-27,"22:30:00","D5","HRX",100
2026-02-27,"05:30:00","D5","HRN",37
2026-02-27,NA,"D5","PM",975.2
2026-02-27,"00:05:00","D5","PX",977.6
2026-02-27,"17:11:00","D5","PN",973.4
2026-02-27,NA,"D5","PPT",0
2026-02-27,NA,"D5","RS24h",15
2026-02-27,"12:32:00","D5","VVX10",4.8
2026-02-27,"12:32:00","D5","DVVX10",239
2026-02-27,NA,"X4","TM",11.6
2026-02-27,"14:01:00","X4","TX",15.2
2026-02-27,"06:44:00","X4","TN",8.3
2026-02-27,NA,"X4","HRM",85
2026-02-27,"09:00:00","X4","HRX",100
2026-02-27,"14:41:00","X4","HRN",65
2026-02-27,NA,"X4","PM",1020.6
2026-02-27,"00:03:00","X4","PX",1023.1
2026-02-27,"17:09:00","X4","PN",1018.5
2026-02-27,NA,"X4","PPT",0
2026-02-27,NA,"X4","RS24h",13.9
2026-02-27,NA,"X4","VVM10",1.6
2026-02-27,NA,"X4","DVM10",221
2026-02-27,"15:47:00","X4","VVX10",5.2
2026-02-27,"15:47:00","X4","DVVX10",190
2026-02-27,NA,"X8","TM",10.8
2026-02-27,"14:03:00","X8","TX",15.8
2026-02-27,"06:32:00","X8","TN",6.1
2026-02-27,NA,"X8","HRM",88
2026-02-27,"23:03:00","X8","HRX",100
2026-02-27,"14:03:00","X8","HRN",64
2026-02-27,NA,"X8","PM",1014.9
2026-02-27,"00:03:00","X8","PX",1017.6
2026-02-27,"17:04:00","X8","PN",1012.8
2026-02-27,NA,"X8","PPT",0
2026-02-27,NA,"X8","RS24h",14.7
2026-02-27,NA,"X8","VVM10",1.4
2026-02-27,NA,"X8","DVM10",236
2026-02-27,"15:33:00","X8","VVX10",5.2
2026-02-27,"15:33:00","X8","DVVX10",184
2026-02-28,NA,"D5","TM",9.9
2026-02-28,"14:39:00","D5","TX",13.4
2026-02-28,"02:00:00","D5","TN",8.3
2026-02-28,NA,"D5","HRM",92
2026-02-28,"08:30:00","D5","HRX",100
2026-02-28,"14:42:00","D5","HRN",74
2026-02-28,NA,"D5","PM",975.8
2026-02-28,"21:47:00","D5","PX",977.3
2026-02-28,"03:50:00","D5","PN",974
2026-02-28,NA,"D5","PPT",0
2026-02-28,NA,"D5","RS24h",4.3
2026-02-28,NA,"D5","VVM10",0.3
2026-02-28,NA,"D5","DVM10",61
2026-02-28,"05:49:00","D5","VVX10",7.3
2026-02-28,"05:49:00","D5","DVVX10",81
2026-02-28,NA,"X4","TM",13.3
2026-02-28,"14:08:00","X4","TX",15.3
2026-02-28,"00:34:00","X4","TN",12.1
2026-02-28,NA,"X4","HRM",76
2026-02-28,"09:01:00","X4","HRX",82
2026-02-28,"14:08:00","X4","HRN",65
2026-02-28,NA,"X4","PM",1021
2026-02-28,"21:51:00","X4","PX",1022.5
2026-02-28,"03:03:00","X4","PN",1019.2
2026-02-28,NA,"X4","PPT",0.1
2026-02-28,NA,"X4","RS24h",5.8
2026-02-28,NA,"X4","VVM10",1.9
2026-02-28,NA,"X4","DVM10",84
2026-02-28,"10:58:00","X4","VVX10",6.1
2026-02-28,"10:58:00","X4","DVVX10",94
2026-02-28,NA,"X8","TM",12.8
2026-02-28,"14:33:00","X8","TX",15.5
2026-02-28,"00:00:00","X8","TN",11.3
2026-02-28,NA,"X8","HRM",77
2026-02-28,"00:00:00","X8","HRX",87
2026-02-28,"14:33:00","X8","HRN",65
2026-02-28,NA,"X8","PM",1015.3
2026-02-28,"21:47:00","X8","PX",1016.9
2026-02-28,"03:00:00","X8","PN",1013.4
2026-02-28,NA,"X8","PPT",0
2026-02-28,NA,"X8","RS24h",4.7
2026-02-28,NA,"X8","VVM10",1.9
2026-02-28,NA,"X8","DVM10",88
2026-02-28,"17:56:00","X8","VVX10",6
2026-02-28,"17:56:00","X8","DVVX10",93
2026-03-01,NA,"D5","TM",10.4
2026-03-01,"14:08:00","D5","TX",16.7
2026-03-01,"23:30:00","D5","TN",8.6
2026-03-01,NA,"D5","HRM",85
2026-03-01,"20:00:00","D5","HRX",100
2026-03-01,"11:27:00","D5","HRN",58
2026-03-01,NA,"D5","PM",975.7
2026-03-01,"10:30:00","D5","PX",977.4
2026-03-01,"23:59:00","D5","PN",973.7
2026-03-01,NA,"D5","PPT",0
2026-03-01,NA,"D5","RS24h",8.4
2026-03-01,NA,"X4","TM",14.1
2026-03-01,"12:40:00","X4","TX",18.2
2026-03-01,"23:59:00","X4","TN",11.9
2026-03-01,NA,"X4","HRM",69
2026-03-01,"20:00:00","X4","HRX",81
2026-03-01,"12:41:00","X4","HRN",46
2026-03-01,NA,"X4","PM",1020.8
2026-03-01,"10:30:00","X4","PX",1022.6
2026-03-01,"23:56:00","X4","PN",1019
2026-03-01,NA,"X4","PPT",0
2026-03-01,NA,"X4","RS24h",12.9
2026-03-01,NA,"X4","VVM10",1.7
2026-03-01,NA,"X4","DVM10",260
2026-03-01,"14:23:00","X4","VVX10",7
2026-03-01,"14:23:00","X4","DVVX10",228
2026-03-01,NA,"X8","TM",12.8
2026-03-01,"12:50:00","X8","TX",18.5
2026-03-01,"23:59:00","X8","TN",9.3
2026-03-01,NA,"X8","HRM",78
2026-03-01,"23:46:00","X8","HRX",100
2026-03-01,"12:47:00","X8","HRN",49
2026-03-01,NA,"X8","PM",1015.2
2026-03-01,"09:30:00","X8","PX",1017
2026-03-01,"23:59:00","X8","PN",1013.2
2026-03-01,NA,"X8","PPT",0
2026-03-01,NA,"X8","RS24h",9.9
2026-03-01,NA,"X8","VVM10",1.5
2026-03-01,NA,"X8","DVM10",273
2026-03-01,"13:55:00","X8","VVX10",6.6
2026-03-01,"13:55:00","X8","DVVX10",221
2026-03-02,NA,"D5","TM",10
2026-03-02,"12:31:00","D5","TX",14
2026-03-02,"06:00:00","D5","TN",7.7
2026-03-02,NA,"D5","HRM",87
2026-03-02,"23:30:00","D5","HRX",100
2026-03-02,"12:40:00","D5","HRN",64
2026-03-02,NA,"D5","PM",972.1
2026-03-02,"00:00:00","D5","PX",973.7
2026-03-02,"16:02:00","D5","PN",970.8
2026-03-02,NA,"D5","PPT",0
2026-03-02,NA,"D5","RS24h",8.2
2026-03-02,NA,"X4","TM",13
2026-03-02,"13:35:00","X4","TX",15.5
2026-03-02,"06:10:00","X4","TN",9.9
2026-03-02,NA,"X4","HRM",75
2026-03-02,"05:02:00","X4","HRX",83
2026-03-02,"12:51:00","X4","HRN",60
2026-03-02,NA,"X4","PM",1017.2
2026-03-02,"00:30:00","X4","PX",1019
2026-03-02,"15:59:00","X4","PN",1015.6
2026-03-02,NA,"X4","PPT",0
2026-03-02,NA,"X4","RS24h",12.9
2026-03-02,NA,"X4","VVM10",1.5
2026-03-02,NA,"X4","DVM10",111
2026-03-02,"22:28:00","X4","VVX10",5.6
2026-03-02,"22:28:00","X4","DVVX10",80
2026-03-02,NA,"X8","TM",12
2026-03-02,"13:16:00","X8","TX",16.5
2026-03-02,"06:34:00","X8","TN",7.5
2026-03-02,NA,"X8","HRM",81
2026-03-02,"07:00:00","X8","HRX",100
2026-03-02,"13:40:00","X8","HRN",56
2026-03-02,NA,"X8","PM",1011.5
2026-03-02,"00:00:00","X8","PX",1013.4
2026-03-02,"15:44:00","X8","PN",1009.9
2026-03-02,NA,"X8","PPT",0
2026-03-02,NA,"X8","RS24h",11.9
2026-03-02,NA,"X8","VVM10",1.5
2026-03-02,NA,"X8","DVM10",114
2026-03-02,"22:32:00","X8","VVX10",6.2
2026-03-02,"22:32:00","X8","DVVX10",77
2026-03-03,NA,"D5","TM",11.5
2026-03-03,"14:30:00","D5","TX",14.4
2026-03-03,"01:00:00","D5","TN",8.8
2026-03-03,NA,"D5","HRM",81
2026-03-03,"00:00:00","D5","HRX",99
2026-03-03,"14:31:00","D5","HRN",71
2026-03-03,NA,"D5","PM",972.2
2026-03-03,"11:49:00","D5","PX",973.3
2026-03-03,"16:38:00","D5","PN",971.2
2026-03-03,NA,"D5","PPT",0
2026-03-03,NA,"D5","RS24h",8.9
2026-03-03,NA,"D5","VVM10",6.8
2026-03-03,NA,"D5","DVM10",48
2026-03-03,"20:53:00","D5","VVX10",16.1
2026-03-03,"20:53:00","D5","DVVX10",40
2026-03-03,NA,"X4","TM",14.7
2026-03-03,"14:11:00","X4","TX",17.4
2026-03-03,"01:38:00","X4","TN",12.7
2026-03-03,NA,"X4","HRM",70
2026-03-03,"20:00:00","X4","HRX",81
2026-03-03,"14:16:00","X4","HRN",58
2026-03-03,NA,"X4","PM",1017.2
2026-03-03,"11:53:00","X4","PX",1018.5
2026-03-03,"16:15:00","X4","PN",1015.8
2026-03-03,NA,"X4","PPT",0
2026-03-03,NA,"X4","RS24h",9.1
2026-03-03,NA,"X4","VVM10",3.5
2026-03-03,NA,"X4","DVM10",62
2026-03-03,"11:08:00","X4","VVX10",12
2026-03-03,"11:08:00","X4","DVVX10",79
2026-03-03,NA,"X8","TM",14.6
2026-03-03,"14:14:00","X8","TX",16.9
2026-03-03,"02:30:00","X8","TN",12.2
2026-03-03,NA,"X8","HRM",69
2026-03-03,"00:06:00","X8","HRX",84
2026-03-03,"14:05:00","X8","HRN",59
2026-03-03,NA,"X8","PM",1011.4
2026-03-03,"11:44:00","X8","PX",1012.6
2026-03-03,"16:44:00","X8","PN",1010.2
2026-03-03,NA,"X8","PPT",0
2026-03-03,NA,"X8","RS24h",8.8
2026-03-03,NA,"X8","VVM10",4.1
2026-03-03,NA,"X8","DVM10",65
2026-03-03,"11:18:00","X8","VVX10",15.2
2026-03-03,"11:18:00","X8","DVVX10",68
2026-03-04,NA,"D5","TM",12.4
2026-03-04,"12:17:00","D5","TX",15.8
2026-03-04,"06:11:00","D5","TN",10.9
2026-03-04,NA,"D5","HRM",80
2026-03-04,"06:09:00","D5","HRX",90
2026-03-04,"12:18:00","D5","HRN",67
2026-03-04,NA,"D5","PM",970.9
2026-03-04,"00:05:00","D5","PX",972.3
2026-03-04,"23:51:00","D5","PN",969.2
2026-03-04,NA,"D5","PPT",0
2026-03-04,NA,"D5","RS24h",10.2
2026-03-04,NA,"D5","VVM10",7.4
2026-03-04,NA,"D5","DVM10",49
2026-03-04,"01:57:00","D5","VVX10",15.6
2026-03-04,"01:57:00","D5","DVVX10",36
2026-03-04,NA,"X4","TM",15.3
2026-03-04,"11:53:00","X4","TX",17
2026-03-04,"06:42:00","X4","TN",14.4
2026-03-04,NA,"X4","HRM",71
2026-03-04,"17:19:00","X4","HRX",83
2026-03-04,"02:11:00","X4","HRN",63
2026-03-04,NA,"X4","PM",1015.9
2026-03-04,"00:00:00","X4","PX",1017.4
2026-03-04,"23:50:00","X4","PN",1014.1
2026-03-04,NA,"X4","PPT",0
2026-03-04,NA,"X4","RS24h",9.9
2026-03-04,NA,"X4","VVM10",4.6
2026-03-04,NA,"X4","DVM10",72
2026-03-04,"12:16:00","X4","VVX10",12.8
2026-03-04,"12:16:00","X4","DVVX10",77
2026-03-04,NA,"X8","TM",15.4
2026-03-04,"12:20:00","X8","TX",17.6
2026-03-04,"06:37:00","X8","TN",14.2
2026-03-04,NA,"X8","HRM",68
2026-03-04,"17:33:00","X8","HRX",77
2026-03-04,"10:38:00","X8","HRN",61
2026-03-04,NA,"X8","PM",1010
2026-03-04,"00:00:00","X8","PX",1011.7
2026-03-04,"23:52:00","X8","PN",1008.3
2026-03-04,NA,"X8","PPT",0
2026-03-04,NA,"X8","RS24h",10.3
2026-03-04,NA,"X8","VVM10",4.8
2026-03-04,NA,"X8","DVM10",68
2026-03-04,"11:38:00","X8","VVX10",14.1
2026-03-04,"11:38:00","X8","DVVX10",67
2026-03-05,NA,"D5","TM",11.4
2026-03-05,"16:52:00","D5","TX",12
2026-03-05,"11:30:00","D5","TN",10.8
2026-03-05,NA,"D5","HRM",95
2026-03-05,"23:30:00","D5","HRX",100
2026-03-05,"00:30:00","D5","HRN",83
2026-03-05,NA,"D5","PM",965.8
2026-03-05,"00:00:00","D5","PX",969.4
2026-03-05,"13:47:00","D5","PN",963.5
2026-03-05,NA,"D5","PPT",19.2
2026-03-05,NA,"D5","RS24h",1.4
2026-03-05,NA,"D5","VVM10",7
2026-03-05,NA,"D5","DVM10",51
2026-03-05,"06:03:00","D5","VVX10",18.1
2026-03-05,"06:03:00","D5","DVVX10",46
2026-03-05,NA,"X4","TM",14.3
2026-03-05,"03:00:00","X4","TX",15.3
2026-03-05,"11:00:00","X4","TN",12.9
2026-03-05,NA,"X4","HRM",89
2026-03-05,"23:35:00","X4","HRX",100
2026-03-05,"02:58:00","X4","HRN",66
2026-03-05,NA,"X4","PM",1010.5
2026-03-05,"00:03:00","X4","PX",1014.2
2026-03-05,"15:14:00","X4","PN",1008.3
2026-03-05,NA,"X4","PPT",19.5
2026-03-05,NA,"X4","RS24h",1.8
2026-03-05,NA,"X4","VVM10",4.3
2026-03-05,NA,"X4","DVM10",69
2026-03-05,"09:48:00","X4","VVX10",12.5
2026-03-05,"09:48:00","X4","DVVX10",70
2026-03-05,NA,"X8","TM",14.2
2026-03-05,"09:00:00","X8","TX",15.1
2026-03-05,"11:00:00","X8","TN",12.8
2026-03-05,NA,"X8","HRM",89
2026-03-05,"23:30:00","X8","HRX",100
2026-03-05,"03:13:00","X8","HRN",66
2026-03-05,NA,"X8","PM",1004.7
2026-03-05,"00:01:00","X8","PX",1008.5
2026-03-05,"13:50:00","X8","PN",1002.5
2026-03-05,NA,"X8","PPT",17.7
2026-03-05,NA,"X8","RS24h",1.7
2026-03-05,NA,"X8","VVM10",5
2026-03-05,NA,"X8","DVM10",68
2026-03-05,"12:58:00","X8","VVX10",13.5
2026-03-05,"12:58:00","X8","DVVX10",73
2026-03-06,NA,"D5","TM",10.8
2026-03-06,"15:05:00","D5","TX",11.4
2026-03-06,"05:45:00","D5","TN",10.1
2026-03-06,NA,"D5","HRM",100
2026-03-06,"23:30:00","D5","HRX",100
2026-03-06,"23:30:00","D5","HRN",100
2026-03-06,NA,"D5","PM",965.4
2026-03-06,"23:32:00","D5","PX",968.8
2026-03-06,"05:12:00","D5","PN",962.8
2026-03-06,NA,"D5","PPT",27.5
2026-03-06,NA,"D5","RS24h",2.6
2026-03-06,NA,"D5","VVM10",6.9
2026-03-06,NA,"X4","TM",13.6
2026-03-06,"15:00:00","X4","TX",14.4
2026-03-06,"10:00:00","X4","TN",12.7
2026-03-06,NA,"X4","HRM",100
2026-03-06,"23:30:00","X4","HRX",100
2026-03-06,"23:30:00","X4","HRN",100
2026-03-06,NA,"X4","PM",1010.4
2026-03-06,"23:44:00","X4","PX",1013.8
2026-03-06,"05:08:00","X4","PN",1007.7
2026-03-06,NA,"X4","PPT",22.2
2026-03-06,NA,"X4","RS24h",2.6
2026-03-06,NA,"X4","VVM10",4.8
2026-03-06,NA,"X4","DVM10",74
2026-03-06,"04:36:00","X4","VVX10",14
2026-03-06,"04:36:00","X4","DVVX10",71
2026-03-06,NA,"X8","TM",13.3
2026-03-06,"14:47:00","X8","TX",14.3
2026-03-06,"10:00:00","X8","TN",12.5
2026-03-06,NA,"X8","HRM",100
2026-03-06,"23:30:00","X8","HRX",100
2026-03-06,"23:36:00","X8","HRN",100
2026-03-06,NA,"X8","PM",1004.5
2026-03-06,"23:30:00","X8","PX",1008
2026-03-06,"05:12:00","X8","PN",1001.8
2026-03-06,NA,"X8","PPT",22.9
2026-03-06,NA,"X8","RS24h",2.6
2026-03-06,NA,"X8","VVM10",5.5
2026-03-06,NA,"X8","DVM10",71
2026-03-06,"04:50:00","X8","VVX10",14.8
2026-03-06,"04:50:00","X8","DVVX10",82
2026-03-07,NA,"D5","TM",10.3
2026-03-07,"11:19:00","D5","TX",13.4
2026-03-07,"16:30:00","D5","TN",8.4
2026-03-07,NA,"D5","HRM",96
2026-03-07,"17:00:00","D5","HRX",100
2026-03-07,"23:25:00","D5","HRN",76
2026-03-07,NA,"D5","PM",971.3
2026-03-07,"21:39:00","D5","PX",973.1
2026-03-07,"03:38:00","D5","PN",968.4
2026-03-07,NA,"D5","PPT",5.6
2026-03-07,NA,"D5","RS24h",7.1
2026-03-07,NA,"D5","VVM10",3.1
2026-03-07,NA,"X4","TM",13.5
2026-03-07,"11:12:00","X4","TX",15.2
2026-03-07,"16:31:00","X4","TN",11.9
2026-03-07,NA,"X4","HRM",85
2026-03-07,"07:00:00","X4","HRX",100
2026-03-07,"13:09:00","X4","HRN",66
2026-03-07,NA,"X4","PM",1016.3
2026-03-07,"21:30:00","X4","PX",1018.2
2026-03-07,"03:38:00","X4","PN",1013.4
2026-03-07,NA,"X4","PPT",7.5
2026-03-07,NA,"X4","RS24h",9
2026-03-07,NA,"X4","VVM10",2.2
2026-03-07,NA,"X4","DVM10",90
2026-03-07,"15:09:00","X4","VVX10",8.6
2026-03-07,"15:09:00","X4","DVVX10",256
2026-03-07,NA,"X8","TM",12.9
2026-03-07,"10:58:00","X8","TX",15.4
2026-03-07,"23:51:00","X8","TN",10.8
2026-03-07,NA,"X8","HRM",89
2026-03-07,"19:00:00","X8","HRX",100
2026-03-07,"13:47:00","X8","HRN",64
2026-03-07,NA,"X8","PM",1010.6
2026-03-07,"21:30:00","X8","PX",1012.6
2026-03-07,"03:36:00","X8","PN",1007.5
2026-03-07,NA,"X8","PPT",9.1
2026-03-07,NA,"X8","RS24h",8.8
2026-03-07,NA,"X8","VVM10",2.2
2026-03-07,NA,"X8","DVM10",83
2026-03-07,"00:00:00","X8","VVX10",10.3
2026-03-07,"00:00:00","X8","DVVX10",61
2026-03-08,NA,"D5","TM",10.2
2026-03-08,"12:47:00","D5","TX",14.7
2026-03-08,"03:02:00","D5","TN",8.3
2026-03-08,NA,"D5","HRM",90
2026-03-08,"20:30:00","D5","HRX",100
2026-03-08,"12:48:00","D5","HRN",77
2026-03-08,NA,"D5","PM",972.8
2026-03-08,"20:30:00","D5","PX",974
2026-03-08,"04:00:00","D5","PN",971.4
2026-03-08,NA,"D5","PPT",1
2026-03-08,NA,"D5","RS24h",9.4
2026-03-08,NA,"D5","VVM10",2.6
2026-03-08,NA,"X4","TM",13.3
2026-03-08,"15:56:00","X4","TX",15.4
2026-03-08,"03:40:00","X4","TN",11.6
2026-03-08,NA,"X4","HRM",76
2026-03-08,"23:41:00","X4","HRX",84
2026-03-08,"11:35:00","X4","HRN",67
2026-03-08,NA,"X4","PM",1017.8
2026-03-08,"20:30:00","X4","PX",1019
2026-03-08,"03:49:00","X4","PN",1016.4
2026-03-08,NA,"X4","PPT",0.3
2026-03-08,NA,"X4","RS24h",13.3
2026-03-08,NA,"X4","VVM10",1.5
2026-03-08,NA,"X4","DVM10",63
2026-03-08,"13:25:00","X4","VVX10",6.8
2026-03-08,"13:25:00","X4","DVVX10",93
2026-03-08,NA,"X8","TM",12.4
2026-03-08,"12:56:00","X8","TX",15.8
2026-03-08,"03:46:00","X8","TN",9.6
2026-03-08,NA,"X8","HRM",83
2026-03-08,"23:31:00","X8","HRX",100
2026-03-08,"11:58:00","X8","HRN",70
2026-03-08,NA,"X8","PM",1012.1
2026-03-08,"20:30:00","X8","PX",1013.5
2026-03-08,"04:00:00","X8","PN",1010.7
2026-03-08,NA,"X8","PPT",0.9
2026-03-08,NA,"X8","RS24h",10.9
2026-03-08,NA,"X8","VVM10",1.3
2026-03-08,NA,"X8","DVM10",70
2026-03-08,"13:26:00","X8","VVX10",6.4
2026-03-08,"13:26:00","X8","DVVX10",76
2026-03-09,NA,"D5","TM",10.8
2026-03-09,"12:15:00","D5","TX",16.8
2026-03-09,"21:10:00","D5","TN",8.4
2026-03-09,NA,"D5","HRM",82
2026-03-09,"19:00:00","D5","HRX",98
2026-03-09,"13:03:00","D5","HRN",59
2026-03-09,NA,"D5","PM",971.2
2026-03-09,"00:30:00","D5","PX",973.4
2026-03-09,"17:56:00","D5","PN",969.8
2026-03-09,NA,"D5","PPT",0
2026-03-09,NA,"D5","RS24h",14.8
2026-03-09,NA,"D5","VVM10",2.1
2026-03-09,"13:22:00","D5","VVX10",8.2
2026-03-09,"13:22:00","D5","DVVX10",161
2026-03-09,NA,"X4","TM",13.5
2026-03-09,"14:54:00","X4","TX",16.7
2026-03-09,"05:39:00","X4","TN",10.8
2026-03-09,NA,"X4","HRM",72
2026-03-09,"04:26:00","X4","HRX",91
2026-03-09,"14:55:00","X4","HRN",55
2026-03-09,NA,"X4","PM",1016.2
2026-03-09,"00:31:00","X4","PX",1018.5
2026-03-09,"17:52:00","X4","PN",1014.6
2026-03-09,NA,"X4","PPT",0
2026-03-09,NA,"X4","RS24h",17.1
2026-03-09,NA,"X4","VVM10",1.4
2026-03-09,NA,"X4","DVM10",209
2026-03-09,"15:37:00","X4","VVX10",6.2
2026-03-09,"15:37:00","X4","DVVX10",250
2026-03-09,NA,"X8","TM",12.3
2026-03-09,"13:17:00","X8","TX",17.1
2026-03-09,"06:41:00","X8","TN",9.1
2026-03-09,NA,"X8","HRM",84
2026-03-09,"23:30:00","X8","HRX",100
2026-03-09,"12:00:00","X8","HRN",56
2026-03-09,NA,"X8","PM",1010.6
2026-03-09,"00:31:00","X8","PX",1012.9
2026-03-09,"18:03:00","X8","PN",1009
2026-03-09,NA,"X8","PPT",0
2026-03-09,NA,"X8","RS24h",15.9
2026-03-09,NA,"X8","VVM10",1.3
2026-03-09,NA,"X8","DVM10",246
2026-03-09,"16:19:00","X8","VVX10",6.2
2026-03-09,"16:19:00","X8","DVVX10",215
2026-03-10,NA,"D5","TM",10.6
2026-03-10,"11:38:00","D5","TX",14.8
2026-03-10,"06:17:00","D5","TN",8.1
2026-03-10,NA,"D5","HRM",84
2026-03-10,"23:30:00","D5","HRX",100
2026-03-10,"10:12:00","D5","HRN",63
2026-03-10,NA,"D5","PM",972.1
2026-03-10,"23:45:00","D5","PX",975
2026-03-10,"03:30:00","D5","PN",970.2
2026-03-10,NA,"D5","PPT",0
2026-03-10,NA,"D5","RS24h",15.2
2026-03-10,NA,"D5","VVM10",1.3
2026-03-10,NA,"D5","DVM10",70
2026-03-10,"23:36:00","D5","VVX10",5.1
2026-03-10,"23:36:00","D5","DVVX10",7
2026-03-10,NA,"X4","TM",13.1
2026-03-10,"10:07:00","X4","TX",16
2026-03-10,"06:07:00","X4","TN",10.3
2026-03-10,NA,"X4","HRM",75
2026-03-10,"05:48:00","X4","HRX",92
2026-03-10,"10:08:00","X4","HRN",56
2026-03-10,NA,"X4","PM",1017.1
2026-03-10,"23:30:00","X4","PX",1020.2
2026-03-10,"03:34:00","X4","PN",1015.2
2026-03-10,NA,"X4","PPT",0
2026-03-10,NA,"X4","RS24h",16.8
2026-03-10,NA,"X4","VVM10",1.4
2026-03-10,NA,"X4","DVM10",81
2026-03-10,"14:55:00","X4","VVX10",4.7
2026-03-10,"14:55:00","X4","DVVX10",111
2026-03-10,NA,"X8","TM",12.1
2026-03-10,"10:36:00","X8","TX",16.5
2026-03-10,"06:02:00","X8","TN",7.6
2026-03-10,NA,"X8","HRM",83
2026-03-10,"22:30:00","X8","HRX",100
2026-03-10,"10:36:00","X8","HRN",56
2026-03-10,NA,"X8","PM",1011.4
2026-03-10,"23:43:00","X8","PX",1014.6
2026-03-10,"03:07:00","X8","PN",1009.4
2026-03-10,NA,"X8","PPT",0
2026-03-10,NA,"X8","RS24h",15.2
2026-03-10,NA,"X8","VVM10",1.4
2026-03-10,NA,"X8","DVM10",87
2026-03-10,"11:40:00","X8","VVX10",5.2
2026-03-10,"11:40:00","X8","DVVX10",177
2026-03-11,NA,"D5","TM",11.8
2026-03-11,"12:12:00","D5","TX",17.6
2026-03-11,"05:48:00","D5","TN",8.7
2026-03-11,NA,"D5","HRM",75
2026-03-11,"00:14:00","D5","HRX",99
2026-03-11,"12:07:00","D5","HRN",54
2026-03-11,NA,"D5","PM",975.1
2026-03-11,"23:03:00","D5","PX",976.5
2026-03-11,"02:41:00","D5","PN",974.2
2026-03-11,NA,"D5","PPT",0
2026-03-11,NA,"D5","RS24h",16.3
2026-03-11,NA,"D5","VVM10",3.1
2026-03-11,NA,"D5","DVM10",287
2026-03-11,"19:54:00","D5","VVX10",9.2
2026-03-11,"19:54:00","D5","DVVX10",310
2026-03-11,NA,"X4","TM",14.3
2026-03-11,"11:41:00","X4","TX",18.6
2026-03-11,"05:54:00","X4","TN",10.5
2026-03-11,NA,"X4","HRM",67
2026-03-11,"06:00:00","X4","HRX",86
2026-03-11,"10:11:00","X4","HRN",46
2026-03-11,NA,"X4","PM",1020
2026-03-11,"23:39:00","X4","PX",1021.4
2026-03-11,"17:01:00","X4","PN",1019
2026-03-11,NA,"X4","PPT",0
